,Tweets,Name
295,Coronavirus test results delegation traveled Brazil President Bolsonaro U.S. yet ready Bolsonaro 's son Eduardo says Twitter,Brazil
296,President Trump said concerned possibility exposed coronavirus dining last week Brazilian government official since tested positive disease,Brazil
297,Why Brazilian airline shares hardest hit coronavirus panic,Brazil
298,Climate crisis blamed rains floods killed 150 Brazil,Brazil
299,President Trump brushed concerns possible exposure coronavirus meeting Brazilian government official last week since tested positive disease,Brazil
300,Brazil 's Bolsonaro says expects coronavirus test result within hours,Brazil
301,Brazil 's Bolsonaro tested coronavirus symptoms son,Brazil
302,A Reuters investigation shows Brazilian gangs turned country major hub cocaine exports Europe via,Brazil
303,Brazil 's 4 billion budget bombshell hits markets worst possible time,Brazil
304,Senior Brazil aide met Trump tests positive coronavirus White House says President wo n't tested,Brazil
305,Brazil President Bolsonaro says expects coronavirus test result hours speaking social media wearing mask Live updates,Brazil
306,President Trump tested coronavirus coming contact Brazilian official tested positive virus days Mar-a-Lago visit White House said Thursday,Brazil
307,Brazil 's 4 billion budget bombshell hits markets worst possible time,Brazil
308,Brazil President Jair Bolsonaro 's communications secretary attended meeting Donald Trump ’ Florida resort Saturday posted photo standing next U.S. president tested positive coronavirus Brazil newspaper says,Brazil
309,Brazil emerged critical hub cocaine exports Europe Reuters investigation shows Full report,Brazil
310,The White House said Wednesday President Trump tested COVID-19,Brazil
311,Brazil 's President Jair Bolsonaro monitored coronavirus one aides tested positive disease trip US met Donald Trump,Brazil
312,JustIn Brazil official met Trump tests positive coronavirus reports Reuters CautionYesPanicNo Coronavirus COVID19 CoronavirusOutbreak LIVE Updates 👇,Brazil
313,A Brazilian official part delegation met President Trump Mar-a-Lago five days ago tested positive coronavirus according New York Times Washington Post cited Brazilian media reports,Brazil
314,A Brazilian government official attended meeting Donald Trump ’ Florida resort Saturday posted photo standing next U.S. president tested positive coronavirus Brazil newspaper says,Brazil
315,List world 's worst 'digital predators stretches India Brazil US,Brazil
316,With cocaine distribution U.S. cornered Mexican cartels Brazil 's gangs trained export sights Europe Prices higher due longer transport distances Europe convenient pit stop growing markets,Brazil
317,Every link vast cocaine supply chain Latin America underscores Brazil ’ new status leading transshipment hub coke Europe reveals Brazil ’ gangs emerged major cocaine exporters via,Brazil
318,Brazil major cocaine exporter Europe much narcotic trafficked overseas Brazil 's largest powerful criminal organization First Capital Command known Portuguese acronym PCC authorities tell,Brazil
319,accompanied Brazilian Peruvian police battling gangsters near countries ’ shared border remote Amazon explosion cultivation processing coca plant used produce cocaine,Brazil
320,Decoy construction equipment latest ruse employed Brazil 's drug gangs export cocaine Europe In less decade one customs inspector watched drug gangs rise domestic street sellers major international players,Brazil
321,Belgium top gateway South American cocaine entering Europe almost entirely via port Antwerp amount skyrocketed last years investigation shows It 's similar story Spain Germany,Brazil
322,A suspicious shipment second-hand backhoes bound Europe seemed fishy enough Brazil customs inspector sent machinery scanner It full cocaine destined Belgium,Brazil
323,Long regarded cocaine-consuming nation market white powder manufactured Colombia Peru Bolivia Brazil become critical launchpad get coke across ocean Europe via,Brazil
324,Brazil become one top cocaine suppliers Europe transforming Latin American country ’ role trans-Atlantic drug trade speed stunned anti-narcotics authorities via,Brazil
325,Brazil TV drama slain politician Marielle Franco sparks racism row,Brazil
326,'Thank God I said something beauticians spot domestic abuse,Brazil
327,Brazil 's Petrobras inject 3.4 billion pension fund 25 years,Brazil
328,How football shirt number used oppose homophobia Brazil By _yellow,Brazil
329,How football shirt number used oppose homophobia Brazil By,Brazil
330,'Project death alarm Bolsonaro 's plan Amazon-spanning bridge,Brazil
331,Heineken pour 183 million expansion Brazil,Brazil
332,Ronaldinho adapting jail usual smile prison warden says,Brazil
333,Soccer Ronaldinho investigation crimes prosecutor,Brazil
334,Brazil U.S. sign agreement develop defense technology,Brazil
335,Soccer Ronaldinho investigation crimes prosecutor,Brazil
336,Brazil U.S. sign agreement develop defense technology,Brazil
337,President Trump hosted President Jair Bolsonaro Brazil Florida estate Saturday refused rule steel iron tariffs created tension relationship countries,Brazil
338,Soccer Judge rules Ronaldinho must remain Paraguayan jail,Brazil
339,Soccer Judge rules Ronaldinho must remain Paraguayan jail,Brazil
340,Former Barcelona forward Ronaldinho arrested Paraguay police,Brazil
341,Brazil beaten Australia doubles rubber keep Davis Cup qualifying tie alive Adelaide,Brazil
342,Former Barcelona forward Ronaldinho arrested Paraguay police,Brazil
343,Former Barcelona forward Ronaldinho arrested Paraguay police,Brazil
344,Brazil recalls diplomats officials Venezuela source says,Brazil
345,Thyssenkrupp Embraer build four frigates Brazil Navy,Brazil
346,Brazil confirms eighth coronavirus case spreads across country,Brazil
347,Twitter testing disappearing tweets called 'fleets Brazil,Brazil
348,Brazilians call boycotts major companies support Bolsonaro,Brazil
349,Bulgaria closes schools restricts travel coronavirus,Bulgaria
350,Coronavirus live updates record rise cases UK Iran deaths reported Ireland Bulgaria,Bulgaria
351,Coronavirus live updates record rise cases UK Iran deaths reported Ireland Bulgaria,Bulgaria
352,At least 43 people killed attack villages northern Burkina Faso,Burkina Faso
353,Attacks northern Burkina Faso kill 43 official AFP,Burkina Faso
354,ICYMI 'The fact man 's job I really I like much Meet women breaking ground Burkina Faso gold mine More IWD2020,Burkina Faso
355,ICYMI Tene Konate drives 72-ton dump truck Hounde gold mine Burkina Faso among dozens women challenging stereotypes male-dominated mining industry More IWD2020,Burkina Faso
356,WATCH Dozens women breaking ground Burkina Faso gold mine More IWD2020,Burkina Faso
357,WATCH Women workers Burkina Faso gold mine overturning long-held prejudices male-dominated mining industry More IWD2020,Burkina Faso
358,ICYMI 'The fact man 's job I really I like much Meet women breaking ground Burkina Faso gold mine More IWD2020,Burkina Faso
359,WATCH Tene Konate drives 72-ton dump truck Hounde gold mine Burkina Faso among dozens women challenging stereotypes male-dominated mining industry More IWD2020,Burkina Faso
360,ICYMI Dozens women breaking ground Burkina Faso gold mine More IWD2020,Burkina Faso
361,WATCH Women workers Burkina Faso gold mine overturning long-held prejudices male-dominated mining industry More IWD2020,Burkina Faso
362,'The fact man 's job I really I like much Meet women breaking ground Burkina Faso gold mine More,Burkina Faso
363,Tene Konate drives 72-ton dump truck Hounde gold mine Burkina Faso among dozens women challenging stereotypes male-dominated mining industry More,Burkina Faso
364,Dozens women breaking ground Burkina Faso gold mine More,Burkina Faso
365,Women workers Burkina Faso gold mine overturning long-held prejudices male-dominated mining industry More,Burkina Faso
366,U.S. decries Cambodia treason trial 's 'fabricated conspiracy theories,Cambodia
367,Shinta Mani Wild Cambodia ’ glamorous rainforest retreat guests arrive zip line,Cambodia
368,For region relies heavily tourism coronavirus epidemic hit Siem Reap Cambodia hard,Cambodia
369,For region relies heavily tourism coronavirus epidemic hit Siem Reap Cambodia hard,Cambodia
370,For region relies heavily tourism coronavirus epidemic hit Siem Reap Cambodia hard,Cambodia
371,'Gurl Boss all-female company Cameroon 's film world notched 50 music videos,Cameroon
372,From scriptwriter video editor all-women team takes Cameroon 's film world,Cameroon
373,People around world marking International Women ’ Day calls end exploitation increase equality But tensions marred celebrations police arresting demonstrators Kyrgyzstan separatists detonating bomb Cameroon,Cameroon
374,Gurl Boss Productions all-female company Cameroon 's film production industry,Cameroon
375,With all-women team Gurl Boss Productions takes Cameroon 's film world,Cameroon
376,Canada ratifies trade pact U.S. Mexico suspends Parliament coronavirus,Canada
377,US House passes coronavirus aid package bill likely pass Senate vote,Canada
378,Bill Gates steps Microsoft Berkshire Hathaway boards focus philanthropy,Canada
379,Canada stops dithering coronavirus sickens Trudeau 's wife,Canada
380,Coronavirus US travel ban 26 European countries comes force,Canada
381,The Matildas friendly Canada due played April 14 Vancouver cancelled due COVID-19 situation,Canada
382,Canada shut Parliament amp advised nonessential travel outside country PM Justin Trudeau governed remotely home self-imposed quarantine wife tested positive new coronavirus LIVE Updates 👇,Canada
383,To fight coronavirus Guatemala bans arrivals U.S. Canada,Canada
384,TSX rallies decade investors cheer economic stimulus,Canada
385,Canada ramped measures combat coronavirus outbreak including surprise half-point interest rate cut,Canada
